"","Partner","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","Contract","MonthlyCharges","TotalCharges","Churn"
"6260","Yes",60,"Yes","No","DSL","No","Yes","No","Yes","Two year",76.95,4543.95,"No"
"6261","No",13,"No","No phone service","DSL","No","No","Yes","Yes","Two year",35.4,450.4,"No"
"6262","Yes",62,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.45,1297.35,"No"
"6263","No",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","One year",96.75,4442.75,"No"
"6264","No",25,"No","No phone service","DSL","No","No","Yes","Yes","One year",54.2,1423.15,"No"
"6265","No",44,"Yes","No","Fiber optic","No","No","Yes","Yes","Two year",100.1,4378.35,"No"
"6266","No",2,"Yes","No","DSL","No","No","No","No","Month-to-month",45.25,74.2,"No"
"6267","No",33,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",83.85,2716.3,"Yes"
"6268","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.1,70.1,"Yes"
"6269","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.85,450.65,"No"
"6270","No",35,"No","No phone service","DSL","No","No","Yes","Yes","Month-to-month",33.45,1175.85,"No"
"6271","Yes",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.2,558.8,"No"
"6272","Yes",27,"Yes","Yes","Fiber optic","Yes","No","Yes","No","One year",85.9,2220.1,"No"
"6273","No",54,"Yes","No","DSL","No","Yes","Yes","Yes","One year",61,3283.05,"No"
"6274","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.65,142.35,"Yes"
"6275","No",57,"Yes","Yes","Fiber optic","No","No","No","No","One year",86.9,4939.25,"No"
"6276","No",62,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",69.4,4237.5,"No"
"6277","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.35,335.95,"No"
"6278","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.35,33.2,"Yes"
"6279","Yes",70,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Two year",104.3,7188.5,"No"
"6280","Yes",21,"Yes","No","DSL","No","No","No","No","Month-to-month",44.95,926.25,"No"
"6281","No",23,"Yes","No","DSL","No","No","No","Yes","One year",49.45,1119.35,"No"
"6282","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.6,116.6,"No"
"6283","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.55,68.8,"No"
"6284","No",3,"Yes","No","Fiber optic","Yes","No","Yes","No","Month-to-month",99,287.4,"Yes"
"6285","No",23,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",93.5,2341.55,"No"
"6286","No",26,"No","No phone service","DSL","Yes","No","No","Yes","One year",54.55,1362.85,"No"
"6287","No",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.05,163.6,"No"
"6288","No",26,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",83.95,2254.2,"Yes"
"6289","No",2,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",79.45,145.15,"No"
"6290","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",116.2,7752.3,"Yes"
"6291","Yes",71,"Yes","Yes","Fiber optic","No","No","No","No","Two year",93.7,6585.35,"Yes"
"6292","No",59,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",79.85,4786.1,"No"
"6293","Yes",39,"Yes","Yes","Fiber optic","No","No","Yes","No","One year",100,3835.55,"No"
"6294","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.6,397,"No"
"6295","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.7,19.7,"Yes"
"6296","Yes",48,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.2,1027.25,"No"
"6297","Yes",31,"No","No phone service","DSL","Yes","Yes","Yes","No","One year",50.4,1580.1,"No"
"6298","Yes",64,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","One year",113.35,7222.75,"No"
"6299","Yes",46,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",80,3769.7,"No"
"6300","No",52,"Yes","Yes","DSL","No","No","Yes","Yes","Two year",80.95,4233.95,"No"
"6301","Yes",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.9,1680.25,"No"
"6302","No",67,"Yes","Yes","DSL","No","Yes","No","No","Month-to-month",54.9,3725.5,"No"
"6303","No",5,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.55,413.65,"Yes"
"6304","Yes",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Two year",109.25,7707.7,"No"
"6305","No",9,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",77.65,714.15,"Yes"
"6306","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",95,2497.2,"Yes"
"6307","No",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","One year",116.3,8309.55,"No"
"6308","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.9,601.55,"No"
"6309","No",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.35,139.25,"No"
"6310","Yes",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.6,1888.25,"No"
"6311","No",60,"No","No phone service","DSL","Yes","No","Yes","No","One year",44.45,2773.9,"No"
"6312","No",55,"Yes","Yes","Fiber optic","No","No","Yes","No","One year",100.15,5409.75,"No"
"6313","No",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","One year",105.4,5643.4,"Yes"
"6314","No",2,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",95.85,197.7,"Yes"
"6315","No",6,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",73.85,401.3,"No"
"6316","Yes",48,"Yes","No","DSL","Yes","Yes","Yes","No","Two year",70.1,3238.4,"No"
"6317","Yes",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.25,1573.05,"No"
"6318","No",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",79.15,79.15,"Yes"
"6319","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",21.05,235.8,"No"
"6320","Yes",54,"No","No phone service","DSL","No","No","No","No","Month-to-month",24.95,1364.75,"No"
"6321","Yes",30,"Yes","No","DSL","No","No","Yes","Yes","One year",64.5,1985.15,"No"
"6322","Yes",30,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.65,655.85,"Yes"
"6323","No",4,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",79,303.15,"Yes"
"6324","No",40,"Yes","Yes","Fiber optic","No","No","Yes","Yes","One year",105.95,4335.2,"No"
"6325","Yes",9,"Yes","No","Fiber optic","No","No","No","Yes","Month-to-month",75.85,647.5,"No"
"6326","Yes",17,"Yes","No","Fiber optic","Yes","No","No","Yes","Month-to-month",91.85,1574.45,"Yes"
"6327","No",62,"No","No phone service","DSL","No","Yes","Yes","No","Two year",43.6,2748.7,"No"
"6328","No",28,"Yes","No","Fiber optic","No","Yes","No","Yes","One year",91.25,2483.65,"No"
"6329","No",70,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",89.75,6367.2,"No"
"6330","No",46,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Two year",104.4,4904.2,"No"
"6331","Yes",23,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",90.15,2044.95,"No"
"6332","Yes",47,"No","No phone service","DSL","Yes","No","Yes","Yes","One year",40.3,1794.8,"No"
"6333","Yes",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Two year",105.25,7173.15,"No"
"6334","No",60,"Yes","Yes","Fiber optic","No","No","Yes","Yes","One year",106,6441.4,"Yes"
"6335","No",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Two year",104,7039.05,"No"
"6336","No",14,"Yes","No","DSL","No","No","No","Yes","Month-to-month",69.65,921.4,"No"
"6337","Yes",57,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.3,4018.35,"No"
"6338","Yes",55,"Yes","Yes","Fiber optic","Yes","No","No","No","One year",100.9,5448.6,"No"
"6339","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.25,20.25,"No"
"6340","No",1,"Yes","No","DSL","No","No","No","Yes","Month-to-month",49.9,49.9,"Yes"
"6341","No",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",96.9,2085.45,"No"
"6342","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",100.35,1358.85,"Yes"
"6343","Yes",47,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",104.1,5135.15,"No"
"6344","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.1,730.1,"No"
"6345","Yes",38,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.95,2869.85,"Yes"
"6346","No",2,"Yes","Yes","DSL","No","Yes","No","No","Month-to-month",56.55,118.25,"No"
"6347","Yes",1,"Yes","No","DSL","No","No","No","Yes","Month-to-month",49.25,49.25,"Yes"
"6348","Yes",15,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",68.6,1108.6,"No"
"6349","No",26,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.05,1815.65,"No"
"6350","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.7,730.4,"No"
"6351","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.05,75.45,"No"
"6352","Yes",50,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",103.7,5071.05,"Yes"
"6353","Yes",42,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Month-to-month",94.4,4014.6,"No"
"6354","Yes",10,"Yes","No","DSL","Yes","No","No","Yes","Month-to-month",54.95,568.85,"No"
"6355","Yes",61,"Yes","No","Fiber optic","Yes","Yes","No","Yes","One year",93.7,5860.7,"No"
"6356","No",68,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Two year",110.25,7279.35,"No"
"6357","No",10,"Yes","No","Fiber optic","Yes","No","Yes","No","One year",98.9,1064.95,"No"
"6358","Yes",65,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",89.75,5769.6,"Yes"
"6359","Yes",72,"Yes","No","DSL","Yes","No","Yes","Yes","Two year",80.45,5886.85,"No"
"6360","Yes",55,"Yes","No","Fiber optic","No","Yes","No","Yes","Month-to-month",79.4,4238.45,"No"
"6361","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.3,20.3,"Yes"
"6362","No",7,"Yes","No","DSL","No","No","Yes","Yes","Month-to-month",62.8,418.3,"No"
"6363","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.9,136.05,"No"
"6364","No",9,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",74.85,708.2,"No"
"6365","No",27,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.85,788.55,"No"
"6366","Yes",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",101.95,700.85,"Yes"
"6367","Yes",64,"Yes","No","DSL","No","Yes","Yes","Yes","Two year",68.3,4378.8,"No"
"6368","No",70,"No","No phone service","DSL","Yes","No","Yes","Yes","Two year",48.4,3442.8,"No"
"6369","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",94,181.7,"Yes"
"6370","No",67,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Two year",105.05,7171.7,"No"
"6371","No",45,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",89.3,4016.85,"Yes"
"6372","No",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.15,553,"No"
"6373","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.5,96.85,"No"
"6374","Yes",44,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",92.95,4122.9,"No"
"6375","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.7,1482.3,"No"
"6376","No",1,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",74.3,74.3,"Yes"
"6377","No",66,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.35,1240.8,"No"
"6378","No",1,"No","No phone service","DSL","No","Yes","No","Yes","Month-to-month",44.65,44.65,"Yes"
"6379","Yes",13,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",84.05,1095.3,"Yes"
"6380","No",10,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",80.7,788.8,"Yes"
"6381","Yes",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",104.35,6578.55,"No"
"6382","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.55,19.55,"No"
"6383","Yes",38,"Yes","No","DSL","Yes","Yes","Yes","Yes","One year",74.05,2802.3,"No"
"6384","No",23,"No","No phone service","DSL","Yes","No","Yes","Yes","Two year",40.1,857.75,"No"
"6385","Yes",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.1,184.4,"No"
"6386","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",101.7,364.55,"Yes"
"6387","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",83.55,6093.3,"No"
"6388","Yes",35,"Yes","No","DSL","No","Yes","No","Yes","Month-to-month",56.85,1861.1,"No"
"6389","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.4,20.4,"Yes"
"6390","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.55,1079.65,"No"
"6391","Yes",70,"Yes","No","Fiber optic","No","Yes","Yes","Yes","One year",106.15,7475.1,"No"
"6392","Yes",38,"Yes","Yes","DSL","No","Yes","Yes","No","One year",78.95,2862.55,"No"
"6393","Yes",60,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",49.75,3069.45,"No"
"6394","No",26,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",92.4,2349.8,"No"
"6395","No",8,"Yes","No","DSL","Yes","Yes","No","Yes","One year",58.2,469.25,"No"
"6396","Yes",41,"Yes","Yes","Fiber optic","No","No","Yes","Yes","One year",102.6,4213.35,"Yes"
"6397","Yes",36,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",91.95,3301.05,"No"
"6398","No",54,"Yes","No","DSL","No","No","Yes","Yes","One year",65.25,3529.95,"No"
"6399","Yes",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Two year",106,7723.7,"Yes"
"6400","No",55,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",73.1,4144.9,"No"
"6401","No",72,"Yes","Yes","DSL","Yes","Yes","No","No","Two year",59.75,4265,"No"
"6402","No",3,"Yes","No","DSL","Yes","No","No","Yes","Month-to-month",55.1,154.65,"Yes"
"6403","Yes",54,"Yes","Yes","DSL","No","Yes","Yes","No","Two year",59.8,3246.45,"No"
"6404","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",116.6,8337.45,"No"
"6405","No",52,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Two year",109.3,5731.4,"No"
"6406","No",60,"Yes","Yes","Fiber optic","Yes","No","No","No","One year",101.4,6176.6,"No"
"6407","No",39,"No","No phone service","DSL","No","No","Yes","No","Month-to-month",50.65,1905.4,"No"
"6408","No",15,"Yes","No","DSL","No","No","No","No","One year",56.15,931.9,"No"
"6409","No",69,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Two year",106.5,7348.8,"Yes"
"6410","Yes",43,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.2,776.25,"No"
"6411","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",83,5243.05,"No"
"6412","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.1,141.65,"No"
"6413","Yes",72,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Two year",108.3,7679.65,"No"
"6414","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",91.05,2954.5,"Yes"
"6415","Yes",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25.25,1006.9,"No"
"6416","Yes",58,"No","No phone service","DSL","Yes","Yes","No","No","One year",45.35,2540.1,"No"
"6417","No",67,"No","No phone service","DSL","Yes","No","No","Yes","Two year",43.9,3097.2,"No"
"6418","Yes",51,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",77.5,3807.35,"Yes"
"6419","Yes",31,"Yes","Yes","DSL","No","No","Yes","Yes","One year",79.3,2484,"No"
"6420","Yes",69,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",84.9,5785.65,"No"
"6421","Yes",32,"Yes","Yes","Fiber optic","No","No","No","Yes","One year",79.25,2619.15,"No"
"6422","No",21,"Yes","No","DSL","Yes","Yes","No","Yes","Two year",71.05,1524.85,"No"
"6423","No",52,"Yes","No","DSL","Yes","No","Yes","No","One year",53.75,2790.65,"No"
"6424","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.25,1784.5,"No"
"6425","Yes",72,"No","No phone service","DSL","No","Yes","Yes","No","Two year",54.2,3937.45,"Yes"
"6426","Yes",52,"No","No phone service","DSL","Yes","No","Yes","No","One year",44.25,2276.1,"No"
"6427","No",41,"Yes","No","DSL","No","No","No","Yes","One year",50.05,2029.05,"No"
"6428","No",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.15,802.35,"No"
"6429","No",6,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.25,418.4,"Yes"
"6430","Yes",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",69.35,4653.25,"No"
"6431","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.35,275.9,"No"
"6432","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.15,343.45,"No"
"6433","Yes",35,"Yes","No","DSL","Yes","Yes","Yes","No","Month-to-month",61,2130.45,"No"
"6434","Yes",58,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.5,1191.4,"No"
"6435","No",1,"Yes","No","DSL","No","No","Yes","No","Month-to-month",50.5,50.5,"Yes"
"6436","Yes",52,"No","No phone service","DSL","No","Yes","Yes","Yes","Two year",50.2,2554,"No"
"6437","No",70,"Yes","No","DSL","Yes","No","Yes","Yes","Two year",79.6,5589.45,"No"
"6438","Yes",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.9,467.7,"No"
"6439","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.4,74.4,"Yes"
"6440","Yes",35,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Month-to-month",106.9,3756.45,"No"
"6441","No",32,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",101.35,3334.9,"No"
"6442","Yes",17,"Yes","No","DSL","Yes","No","No","Yes","Month-to-month",55.35,920.5,"No"
"6443","Yes",67,"Yes","No","DSL","No","Yes","No","No","One year",50.55,3431.75,"No"
"6444","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.5,150.35,"No"
"6445","No",31,"Yes","Yes","DSL","No","Yes","No","Yes","One year",79.45,2587.7,"Yes"
"6446","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",90.65,367.95,"No"
"6447","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","One year",89.85,5125.75,"No"
"6448","No",60,"Yes","No","DSL","Yes","No","Yes","Yes","One year",79,4801.1,"No"
"6449","No",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","One year",104.65,6219.6,"Yes"
"6450","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.55,19.55,"No"
"6451","Yes",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.9,550.1,"No"
"6452","Yes",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","One year",116.25,7862.25,"No"
"6453","No",15,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",87.75,1242.2,"No"
"6454","Yes",47,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",100.05,4871.05,"Yes"
"6455","No",41,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",81.3,3190.65,"No"
"6456","Yes",59,"No","No phone service","DSL","No","No","No","No","Month-to-month",44.3,2666.75,"No"
"6457","No",50,"Yes","No","Fiber optic","No","No","No","No","Two year",70.35,3533.6,"No"
"6458","Yes",17,"No","No phone service","DSL","Yes","No","Yes","No","One year",44.45,792.15,"No"
"6459","Yes",6,"Yes","No","DSL","Yes","No","No","No","Month-to-month",49.15,295.65,"No"
"6460","Yes",51,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",29.45,1459.35,"No"
"6461","No",44,"Yes","No","Fiber optic","No","Yes","No","Yes","Month-to-month",100.55,4398.15,"Yes"
"6462","Yes",49,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",85.3,4297.95,"No"
"6463","No",2,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",95.65,167.3,"Yes"
"6464","Yes",59,"Yes","Yes","DSL","Yes","No","No","Yes","One year",69.1,4096.9,"No"
"6465","No",50,"Yes","Yes","DSL","Yes","Yes","No","No","Month-to-month",70.35,3454.6,"No"
"6466","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.6,1286,"No"
"6467","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.15,1387,"No"
"6468","No",10,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.05,786.3,"No"
"6469","Yes",14,"Yes","No","DSL","No","No","No","No","One year",44.6,641.25,"No"
"6470","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",21.45,705.45,"No"
"6471","Yes",8,"Yes","No","DSL","No","No","No","No","One year",43.45,345.5,"No"
"6472","Yes",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.05,345.9,"No"
"6473","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","One year",94.15,5811.8,"No"
"6474","No",1,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",94.4,94.4,"Yes"
"6475","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.55,124.45,"No"
"6476","No",19,"Yes","Yes","DSL","Yes","Yes","No","Yes","Month-to-month",75.9,1375.6,"No"
"6477","Yes",53,"Yes","Yes","DSL","Yes","Yes","No","Yes","One year",64.15,3491.55,"No"
"6478","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Two year",109.55,7920.7,"No"
"6479","Yes",60,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Two year",110.8,6640.7,"No"
"6480","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",55,55,"Yes"
"6481","No",13,"Yes","No","DSL","No","No","Yes","Yes","Month-to-month",53.45,718.1,"No"
"6482","Yes",5,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.95,320.4,"No"
"6483","No",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",101.45,101.45,"Yes"
"6484","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",97,1334.45,"No"
"6485","No",37,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",90.6,3358.65,"No"
"6486","Yes",64,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",73.55,4764,"No"
"6487","Yes",5,"Yes","Yes","DSL","No","No","Yes","Yes","Month-to-month",67.95,350.3,"Yes"
"6488","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Two year",94.35,5703,"No"
"6489","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.5,69.5,"Yes"
"6490","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",18.85,18.85,"Yes"
"6491","No",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.4,525.55,"No"
"6492","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.2,69.2,"Yes"
"6493","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.75,483.15,"No"
"6494","Yes",17,"No","No phone service","DSL","No","No","Yes","Yes","One year",54.6,934.8,"No"
"6495","No",26,"No","No phone service","DSL","No","No","Yes","No","Month-to-month",29.8,786.5,"No"
"6496","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.65,69.65,"Yes"
"6497","Yes",40,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",101.85,4086.3,"Yes"
"6498","No",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Month-to-month",103.05,5364.8,"No"
"6499","No",1,"Yes","No","Fiber optic","No","Yes","Yes","No","Month-to-month",82.3,82.3,"Yes"
"6500","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.3,20.3,"No"
"6501","No",21,"No","No phone service","DSL","Yes","No","No","Yes","Two year",35.1,770.4,"No"
"6502","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",105.7,6816.95,"No"
"6503","Yes",44,"Yes","No","DSL","Yes","No","No","Yes","Month-to-month",56.25,2419.55,"No"
"6504","Yes",70,"No","No phone service","DSL","No","Yes","Yes","Yes","One year",60.35,4138.7,"No"
"6505","No",3,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",79.25,267.6,"Yes"
"6506","Yes",56,"Yes","No","DSL","Yes","Yes","Yes","No","Two year",59.8,3457.45,"No"
"6507","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",84.6,1115.2,"Yes"
"6508","Yes",58,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",93.4,5435.6,"Yes"
"6509","Yes",42,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",94.2,4186.3,"Yes"
"6510","Yes",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",25.05,25.05,"Yes"
"6511","Yes",46,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Two year",99.65,4630.2,"No"
"6512","Yes",63,"Yes","No","DSL","Yes","No","No","No","Two year",50.65,3221.25,"No"
"6513","No",11,"Yes","No","DSL","No","Yes","Yes","Yes","Month-to-month",60.9,688.5,"No"
"6514","Yes",15,"Yes","Yes","DSL","No","No","Yes","Yes","Month-to-month",59.65,867.1,"No"
"6515","Yes",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Two year",64.7,4746.05,"No"
"6516","No",29,"No","No phone service","DSL","No","No","No","No","Month-to-month",25.1,712.85,"Yes"
"6517","No",1,"Yes","No","DSL","No","No","Yes","No","Month-to-month",48.95,48.95,"Yes"
"6518","Yes",6,"Yes","No","DSL","No","No","No","No","Month-to-month",54.85,355.1,"No"
"6519","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",45.3,45.3,"Yes"
"6520","Yes",63,"Yes","Yes","Fiber optic","No","Yes","No","No","One year",91.35,5764.7,"No"
"6521","No",2,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",85.85,167.3,"Yes"
