Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
0,273,2,4,12,0,0,0,0,0,0,0,0,0,0,0
1,220,34,2,42,1,0,0,0,1,0,0,0,0,0,0
1,306,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1,136,10,3,26,1,0,1,0,0,0,0,0,0,0,0
1,375,8,9,38,2,1,0,1,1,1,1,0,0,0,0
1,52,8,2,10,0,0,0,0,0,0,0,0,0,0,0
0,338,6,8,54,1,2,2,1,0,1,0,1,0,0,0
0,310,16,2,18,0,0,1,0,0,0,1,0,0,0,0
1,95,32,2,40,0,0,0,1,0,1,0,0,0,1,0
1,203,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,152,12,2,18,0,1,0,0,0,0,0,0,0,0,0
1,178,8,2,12,0,0,0,0,0,0,0,0,0,0,0
0,270,4,2,6,0,0,0,0,0,0,0,0,0,0,1
1,202,4,12,72,1,1,0,1,2,2,0,0,0,0,1
0,293,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,207,24,2,30,1,1,0,0,0,0,0,0,0,0,0
1,263,12,2,20,0,0,1,0,0,0,0,0,0,0,0
0,67,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,295,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,175,14,11,68,2,3,3,2,1,0,0,0,0,0,0
1,294,10,3,22,0,0,1,1,0,0,0,0,0,0,0
1,268,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,39,30,1,30,0,0,1,0,0,0,0,0,0,0,0
1,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,216,2,9,46,2,1,2,0,2,0,1,1,1,0,0
0,97,20,1,20,0,0,1,0,0,0,0,0,0,0,0
1,24,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,334,2,7,26,0,0,3,1,0,0,0,1,0,0,0
1,329,2,2,6,0,0,0,0,0,0,0,0,0,0,0
0,313,12,2,20,0,0,1,0,0,0,0,0,0,0,0
1,240,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,432,16,9,38,0,2,5,1,0,0,1,0,0,0,0
0,54,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,116,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0
1,134,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,101,16,2,22,0,0,1,0,1,0,0,0,0,0,0
1,318,6,2,14,1,0,0,0,0,0,0,0,0,0,0
1,347,20,9,60,1,2,2,1,2,1,0,0,0,0,0
1,55,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,71,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,37,28,2,32,0,0,0,0,1,1,0,0,0,0,0
1,133,16,4,36,1,0,1,1,0,0,1,0,0,0,0
1,152,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,112,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,179,16,3,34,0,1,2,0,0,0,0,0,0,0,0
0,23,14,1,14,0,0,0,0,1,0,0,0,0,0,0
0,337,10,10,66,3,1,2,0,0,1,2,0,0,0,0
1,109,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1,21,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,160,6,5,22,0,0,1,1,0,0,0,0,0,0,0
1,116,20,5,46,0,1,2,0,1,1,0,1,0,0,0
1,135,8,4,22,0,0,2,0,0,1,0,0,0,0,0
1,182,10,4,34,1,0,0,2,0,0,0,0,0,0,0
1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,316,26,8,72,1,1,1,1,1,2,1,0,0,0,1
0,142,14,3,26,1,1,1,0,0,0,0,0,0,0,0
1,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,118,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1,293,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,166,8,11,56,1,3,1,0,2,0,1,0,0,0,0
1,269,10,5,32,2,0,1,0,0,0,0,0,0,0,0
1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0
0,397,10,9,50,0,1,2,0,0,3,2,0,0,0,1
1,199,14,2,18,0,0,0,1,0,1,0,0,0,0,0
0,56,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,234,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,185,14,8,54,2,1,1,3,0,0,1,1,0,0,0
1,46,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1,41,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,34,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0
1,156,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,216,16,2,18,1,0,0,0,0,0,1,0,0,0,0
1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,107,22,1,22,0,0,0,0,0,0,1,0,0,0,0
1,232,26,1,26,0,0,1,0,0,0,0,0,0,0,0
1,199,22,5,50,0,1,2,0,0,1,1,0,0,0,0
0,395,10,11,36,4,2,1,0,0,0,1,1,0,0,0
0,201,22,2,28,2,0,0,0,0,0,0,0,0,0,0
0,319,22,11,50,2,1,1,4,1,1,1,0,0,0,0
1,81,4,2,10,0,0,0,0,0,0,0,0,0,0,1
0,79,26,1,26,0,0,0,0,0,0,1,0,0,0,0
1,281,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,222,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,73,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,206,14,11,64,2,1,3,2,1,1,1,2,0,0,0
1,215,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,140,10,2,14,0,1,0,0,0,0,0,0,0,0,0
0,182,12,2,18,0,0,1,0,0,0,0,0,0,0,0
1,196,16,4,32,1,2,1,0,0,0,0,0,0,0,0
1,99,14,4,32,2,0,1,1,0,0,0,0,0,0,0
1,115,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1,83,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,287,6,3,22,0,1,0,0,0,0,1,0,0,0,0
1,156,14,6,32,2,0,1,1,2,0,0,0,0,0,0
1,25,30,1,30,0,0,0,0,0,0,1,0,0,0,0
1,60,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,77,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,275,14,3,20,1,0,2,0,0,0,0,1,0,0,0
0,314,28,7,62,0,1,4,0,1,1,0,0,0,0,0
1,289,12,12,60,1,2,3,1,2,1,1,0,0,0,0
1,256,10,9,32,0,1,2,3,0,0,0,0,0,0,0
1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,267,16,2,20,1,0,0,0,0,1,0,0,0,0,0
0,265,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,100,16,2,20,1,0,0,1,0,0,0,0,0,0,0
0,125,14,2,16,0,0,0,0,0,0,1,0,0,0,0
1,326,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1,197,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,243,14,11,78,3,1,5,0,0,2,0,1,0,1,0
1,343,10,11,58,3,2,2,0,1,0,2,0,0,0,0
1,152,14,6,36,2,0,0,2,0,0,2,0,0,0,0
1,235,18,8,50,1,0,4,1,0,1,1,1,0,0,0
1,302,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,281,16,11,40,0,1,2,3,2,2,1,0,0,0,0
1,153,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1,178,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1,219,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,39,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,335,10,12,72,2,1,1,2,1,2,2,0,0,0,1
1,370,14,12,68,2,1,3,2,0,1,2,0,0,0,0
1,292,36,2,40,0,0,0,0,2,0,0,0,1,0,0
0,267,8,10,60,2,0,1,1,1,1,1,0,1,0,1
1,80,34,1,34,0,0,0,0,0,0,1,0,0,0,0
0,246,10,6,22,1,1,1,1,1,0,0,1,1,0,0
0,98,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,65,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,366,10,9,36,0,1,4,0,1,0,1,0,0,0,0
1,429,14,11,74,2,1,3,2,1,1,1,0,0,0,0
1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,121,16,6,36,0,2,2,2,0,0,0,1,0,0,0
1,140,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,257,22,1,22,0,0,0,1,0,0,0,0,0,0,0
1,274,16,2,24,0,0,1,0,0,1,0,0,0,0,0
1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1
1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0
0,165,14,2,16,1,0,0,1,0,0,0,0,0,0,0
1,36,16,2,20,0,0,1,0,0,1,0,0,0,0,0
1,319,10,10,70,1,1,0,2,1,1,3,0,0,0,0
0,293,12,2,14,1,0,0,0,0,0,0,0,0,0,0
1,163,28,2,32,1,0,0,0,0,1,0,0,0,0,0
0,270,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,132,34,5,62,2,0,3,0,0,0,0,0,0,0,0
1,131,12,5,38,1,0,2,0,0,1,0,0,0,0,0
1,274,20,7,52,3,0,1,2,1,0,0,0,0,0,0
0,263,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,204,14,12,60,4,1,3,1,0,1,2,2,0,0,0
1,218,2,11,26,2,1,1,1,0,0,0,0,0,0,0
0,102,16,1,16,0,0,1,0,0,0,0,0,0,0,0
0,71,4,2,10,0,0,0,0,0,0,0,0,0,0,0
1,152,16,2,22,1,0,1,0,0,0,0,0,0,0,0
1,183,8,2,14,0,0,0,1,0,0,0,0,0,0,0
1,88,16,2,22,0,0,0,0,0,1,1,0,0,0,0
1,145,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,59,14,2,22,1,0,0,1,0,0,0,0,0,0,0
1,200,30,4,44,1,1,1,0,0,0,1,1,0,0,0
1,199,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,126,4,5,28,3,0,1,0,0,0,0,0,0,0,0
1,232,30,1,30,0,0,0,0,0,1,0,0,0,0,0
0,415,16,10,70,3,1,1,1,1,0,3,0,0,0,0
0,267,10,9,34,2,0,2,1,1,0,2,0,0,0,1
0,124,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,254,12,3,26,0,1,1,0,0,0,0,0,0,0,0
0,131,14,7,28,3,1,2,0,1,0,0,1,0,0,0
0,324,14,2,22,0,0,1,0,0,1,0,0,0,0,0
0,128,14,2,20,0,0,0,0,1,0,0,0,0,0,0
1,300,4,8,44,1,3,0,0,1,1,0,0,1,1,1
1,250,34,12,68,1,1,1,1,2,1,5,0,0,0,0
0,215,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,128,10,6,24,0,0,1,1,1,0,1,0,0,0,0
0,403,10,9,46,1,1,2,1,0,2,1,0,0,0,1
1,171,16,2,18,1,0,0,0,1,0,0,0,0,0,0
0,214,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,304,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,160,4,3,10,0,0,0,0,0,0,0,0,0,0,0
1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,224,10,6,36,2,0,1,1,0,1,0,0,0,0,0
0,444,2,12,60,2,1,3,1,1,2,0,1,0,0,0
1,65,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,124,12,2,14,0,0,0,1,0,0,0,0,0,0,0
1,280,14,2,22,1,0,1,0,0,0,0,0,0,0,0
0,296,10,6,44,1,0,2,1,1,0,0,1,0,0,0
0,192,8,2,16,0,0,1,0,0,0,0,0,0,0,1
0,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,192,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1,236,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,270,16,4,36,2,1,1,0,0,0,0,0,0,0,0
0,252,14,2,16,1,0,1,0,0,0,0,0,0,0,0
0,225,30,1,30,1,0,0,0,0,0,0,0,0,0,0
1,147,14,1,14,0,0,0,0,0,1,0,0,0,0,1
1,387,30,12,80,2,1,3,2,1,1,2,0,0,0,0
0,188,28,2,30,0,1,1,0,0,0,0,0,0,0,0
1,23,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,43,16,2,22,1,0,0,0,1,0,0,0,0,0,0
0,194,10,6,22,0,0,1,0,2,0,0,1,1,0,1
1,29,16,1,16,0,0,1,0,0,0,0,0,0,0,0
0,285,16,2,22,0,0,0,0,0,0,2,0,0,0,0
1,311,18,1,18,0,0,1,0,0,1,0,0,0,0,0
1,269,10,1,10,0,0,0,0,0,0,2,0,0,0,0
1,103,18,4,34,1,1,2,0,0,0,0,0,0,0,0
1,230,20,2,24,0,0,0,0,0,0,1,1,0,0,0
0,176,6,2,8,0,0,0,0,0,0,0,0,0,0,0
1,125,6,5,20,0,0,0,1,0,0,0,0,0,0,0
0,255,10,2,16,0,0,0,0,0,0,0,0,0,0,0
0,67,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,161,10,7,34,0,1,0,1,1,0,2,0,0,0,0
1,356,12,9,62,1,1,2,1,0,1,0,0,0,0,0
0,297,12,1,12,0,0,0,0,0,0,1,0,0,0,0
1,177,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,286,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,214,22,8,56,3,0,2,0,1,0,0,0,0,0,0
1,376,10,7,40,0,1,1,2,0,0,2,0,0,1,0
1,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,102,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,201,14,2,20,1,0,0,0,1,1,2,0,0,0,0
0,210,12,4,34,1,0,0,1,1,1,0,0,0,0,0
1,291,4,2,10,0,0,0,0,0,0,1,0,0,0,0
1,75,10,4,18,0,0,0,0,0,0,0,1,0,0,0
1,285,10,2,14,0,1,0,0,0,1,0,1,0,0,0
1,201,6,10,38,2,2,1,1,0,0,2,0,0,0,1
1,105,16,2,22,1,0,0,1,0,0,0,1,0,0,0
0,266,2,12,46,2,0,2,1,2,0,1,2,0,0,1
1,323,10,7,46,1,1,1,1,1,0,1,0,0,0,1
0,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0
0,208,6,11,50,3,2,0,1,1,0,0,0,0,1,0
0,351,30,8,60,4,2,1,0,0,0,0,0,0,1,0
1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,0
0,362,12,9,36,1,0,2,1,0,0,1,0,0,1,0
0,310,6,11,68,2,0,3,2,0,0,0,0,0,0,1
1,229,18,9,38,0,1,3,1,0,0,1,0,0,0,0
0,83,14,2,20,0,0,1,1,0,0,0,2,0,0,0
0,218,14,1,14,0,0,0,0,0,2,0,2,0,0,0
1,66,14,2,22,2,0,0,0,0,1,0,2,0,0,1
0,101,10,2,14,1,0,0,0,0,2,0,0,0,0,1
1,193,8,5,36,0,0,1,0,1,1,0,0,0,1,0
0,393,36,12,64,1,3,2,3,0,2,1,0,0,0,1
1,176,30,9,68,0,2,1,5,0,0,0,0,0,0,0
1,317,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,341,12,11,50,4,1,3,1,1,0,2,0,0,1,0
1,359,2,11,66,4,1,3,1,0,0,1,0,0,0,0
1,302,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,281,16,6,40,1,1,2,0,1,0,2,0,0,0,1
0,54,16,2,18,0,0,1,0,1,0,0,0,0,0,0
0,335,20,8,56,1,1,3,1,0,0,1,1,0,0,1
1,243,16,2,24,0,0,0,1,1,0,0,0,0,0,0
0,202,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,225,22,9,70,1,1,3,1,1,0,1,0,0,0,0
1,269,24,1,24,1,0,0,0,0,0,2,0,0,0,0
1,124,10,2,12,0,0,0,0,0,0,0,1,0,0,0
1,267,10,11,40,1,1,3,2,1,0,0,1,0,0,0
1,310,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,184,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,224,14,7,38,1,0,1,1,1,1,0,0,0,0,0
1,326,14,8,38,1,3,1,0,1,0,0,0,0,0,0
1,154,16,6,44,0,0,1,1,0,0,0,0,0,2,0
1,202,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,118,8,2,14,1,0,0,0,0,0,0,0,0,0,0
1,311,10,2,16,0,0,0,1,0,0,0,0,0,0,0
0,167,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,323,12,7,26,2,1,1,0,0,0,1,0,0,0,1
1,123,12,8,52,0,0,2,1,1,0,0,0,0,0,0
0,293,14,2,18,0,0,1,1,0,0,0,0,0,0,0
1,312,10,2,16,1,0,0,0,0,0,0,0,0,0,0
0,178,28,10,84,2,0,3,1,0,0,1,0,0,0,1
1,238,10,1,10,0,0,0,0,0,0,2,1,0,0,1
1,21,2,1,2,0,0,0,0,0,3,0,0,0,0,0
1,222,12,3,24,0,0,1,0,0,0,1,0,0,0,0
0,332,28,5,44,2,0,0,1,1,0,1,0,0,2,0
1,330,16,3,22,0,0,1,0,1,0,0,0,0,0,0
1,209,16,1,16,1,0,0,0,0,0,0,1,0,0,0
0,158,12,1,12,0,0,0,0,0,1,0,0,0,0,0
1,346,32,10,58,2,1,1,1,3,0,1,0,0,0,0
0,166,14,2,16,0,1,0,0,0,0,0,0,0,0,0
1,108,6,5,34,0,2,0,0,1,0,0,0,0,0,0
0,293,22,2,28,2,0,0,0,0,0,0,0,0,0,0
1,422,34,12,90,2,1,6,0,1,0,1,0,0,0,0
0,292,16,5,38,2,0,1,0,0,2,0,1,0,0,0
1,155,20,5,36,1,1,1,1,0,0,1,1,0,1,1
1,126,26,1,26,1,0,0,0,0,1,0,0,0,0,1
1,395,6,12,74,1,1,4,0,1,0,0,0,0,0,0
0,52,20,3,36,1,0,0,1,0,2,0,1,0,1,0
1,129,2,8,46,1,0,1,1,0,0,0,0,0,0,0
1,290,8,2,16,0,0,0,0,1,0,0,0,0,0,0
1,167,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,34,28,1,28,0,1,0,0,0,0,0,0,0,0,0
1,45,24,1,24,0,0,0,1,0,1,0,0,0,0,0
1,212,8,7,36,1,0,3,0,1,1,1,0,0,1,0
1,232,22,3,34,0,0,3,0,0,1,1,0,0,0,0
1,305,18,3,24,1,0,1,0,0,1,0,0,0,0,0
0,286,10,2,18,0,0,1,0,0,0,0,0,0,0,0
1,328,10,10,58,3,2,2,2,0,0,0,0,0,0,0
1,26,12,1,12,0,0,0,0,0,0,0,2,0,0,0
1,246,2,2,10,0,0,0,0,0,0,0,0,0,0,0
0,116,12,2,18,1,0,0,0,0,0,0,2,0,0,0
0,254,18,1,18,0,0,0,0,0,0,0,0,0,0,0
1,293,16,5,38,0,0,2,1,0,0,0,1,1,0,0
1,230,4,2,12,0,0,0,0,0,0,1,0,0,0,0
1,24,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,222,28,7,60,2,1,1,1,1,0,1,0,0,0,0
0,374,22,10,80,2,2,2,2,0,0,1,0,0,0,0
0,94,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,335,34,12,80,4,1,3,2,0,0,1,0,0,0,0
0,147,36,2,42,0,0,1,0,0,0,0,0,0,0,0
1,136,12,5,30,0,0,2,1,0,0,0,0,1,0,0
0,149,10,4,26,0,2,0,0,0,2,1,0,0,0,0
0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,0
1,70,14,1,14,0,0,1,0,0,0,0,0,0,0,0
0,224,2,12,62,1,0,3,1,3,0,2,0,1,0,0
1,373,6,10,54,1,1,2,3,1,0,1,0,0,1,1
1,165,18,11,56,2,1,4,1,1,0,0,0,0,0,0
1,87,8,4,18,0,0,0,1,1,0,0,0,0,0,0
1,277,2,8,34,0,2,1,0,0,0,0,0,0,0,0
1,285,16,5,40,1,2,0,0,1,0,0,0,1,0,1
1,251,4,2,12,0,0,0,0,0,0,0,0,0,0,0
0,100,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,82,16,2,24,0,0,0,1,0,0,0,0,0,0,0
1,330,12,11,56,4,1,3,1,0,0,0,0,0,0,0
0,86,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,110,8,2,14,0,0,1,0,0,0,0,0,0,0,1
0,212,4,11,58,4,0,1,0,0,0,1,0,0,0,0
1,175,12,2,16,0,0,0,0,1,0,0,0,0,0,0
0,306,12,3,30,0,0,0,0,1,0,0,0,0,0,0
1,141,16,2,24,0,0,0,1,0,0,0,0,0,0,0
0,249,10,1,10,0,0,0,0,0,0,1,0,0,0,0
1,184,12,10,60,1,1,2,2,0,0,0,0,0,0,0
0,301,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,320,4,12,42,0,3,2,2,0,1,0,0,1,0,0
1,226,8,7,34,2,1,1,0,0,1,0,1,0,0,0
1,167,14,11,48,2,1,5,1,1,1,0,0,0,0,0
0,400,36,11,60,5,0,3,0,2,0,0,0,0,0,0
1,128,10,3,22,0,0,1,0,0,1,0,0,0,0,0
1,106,6,1,6,0,0,0,0,0,1,0,0,0,0,0
1,466,8,12,62,2,1,4,0,0,1,3,1,1,0,0
0,288,12,12,58,2,2,2,0,2,0,0,0,1,0,0
1,183,8,3,16,0,0,0,0,0,0,0,0,0,0,0
0,253,12,7,32,0,0,2,0,1,0,0,0,0,0,0
1,30,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,177,8,10,32,1,0,1,1,1,0,0,0,0,0,0
1,225,16,12,76,1,2,5,1,2,0,1,0,1,1,0
0,264,10,6,36,0,0,0,0,2,0,0,0,0,1,0
1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,406,10,10,46,2,0,4,2,0,0,2,0,0,1,0
1,47,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,101,16,1,16,0,0,0,0,1,0,0,0,0,0,0
1,122,30,1,30,0,0,0,0,0,0,0,0,0,0,0
0,250,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,311,12,2,16,1,0,0,0,0,0,0,1,0,0,0
1,229,8,2,16,0,0,0,1,0,0,0,0,0,0,0
0,20,26,1,26,0,0,0,0,1,0,0,0,0,0,0
1,100,12,2,14,0,1,0,0,0,0,0,1,0,0,0
0,198,20,9,64,1,1,5,0,1,0,0,0,0,0,0
1,207,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,255,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,385,10,12,36,3,1,0,0,0,0,1,0,1,1,0
0,115,12,3,22,0,0,0,0,0,0,0,1,0,0,1
1,42,12,2,16,0,0,1,0,0,0,0,1,0,0,0
0,62,18,2,22,1,0,1,0,0,1,0,1,0,0,0
1,200,12,2,18,0,1,0,0,0,1,1,1,0,0,0
1,294,22,3,38,0,1,0,1,1,1,0,0,0,0,0
1,158,12,2,20,0,1,0,0,0,0,2,1,0,0,0
1,292,24,2,26,1,0,0,0,1,0,0,0,0,0,0
1,269,2,1,2,0,0,0,0,0,0,2,0,0,0,0
0,296,12,1,12,0,0,0,0,0,0,0,1,0,0,0
1,108,8,2,14,0,1,0,0,0,1,0,0,0,0,0
1,226,14,2,22,2,0,0,0,0,0,0,0,0,0,0
1,146,14,6,28,0,0,2,0,1,0,0,0,0,0,0
1,37,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,278,4,2,12,0,0,0,0,0,0,1,0,0,0,0
1,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,37,10,1,10,0,0,0,0,0,4,0,0,0,0,0
1,224,2,4,24,0,0,0,0,0,0,2,0,0,0,0
0,94,10,5,38,0,0,1,0,2,1,0,0,1,0,0
1,171,30,11,92,3,1,3,1,1,1,2,0,0,0,0
0,244,8,2,14,0,0,0,1,0,0,0,0,0,0,0
1,206,6,2,8,0,0,0,0,0,0,2,0,0,0,0
1,71,8,1,8,0,0,0,0,0,1,0,0,0,0,0
1,223,32,2,36,1,0,0,0,0,0,1,0,0,0,0
0,131,10,6,38,0,0,0,1,1,0,0,0,0,0,0
1,158,14,1,14,0,0,1,0,0,0,2,0,0,0,0
1,167,4,7,26,2,1,1,1,0,1,0,0,0,0,0
1,330,8,7,32,1,2,1,0,0,0,0,1,0,0,0
1,212,6,5,36,0,0,2,1,0,1,1,0,1,0,0
1,97,14,2,16,0,0,0,0,0,1,1,1,0,0,0
1,125,12,8,36,1,0,1,0,1,0,0,0,0,0,1
1,317,4,10,48,1,0,2,3,0,0,0,0,0,0,1
1,209,12,2,18,0,1,0,0,0,0,0,0,0,0,1
1,310,22,11,86,7,0,1,0,0,0,0,0,0,0,0
1,185,30,1,30,0,0,1,0,0,0,0,0,0,0,1
1,259,8,2,12,0,0,0,0,0,0,1,0,0,0,0
1,317,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,42,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,94,14,2,22,1,0,0,0,0,0,0,0,0,0,0
1,233,32,1,32,0,0,0,0,0,0,0,0,0,0,0
1,149,26,2,32,0,1,1,0,0,0,1,0,0,0,0
1,134,30,2,38,1,0,0,0,0,0,0,0,0,0,0
1,155,6,10,42,1,1,1,2,0,1,1,0,0,1,0
1,262,8,2,14,1,0,0,0,0,0,3,0,0,0,0
1,233,30,1,30,0,0,1,0,0,0,0,0,0,0,0
1,151,2,7,22,0,0,1,0,0,0,0,0,0,0,0
1,220,8,2,14,0,0,1,0,0,0,0,0,0,0,0
0,256,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,159,2,6,18,1,0,0,1,1,0,0,0,0,0,0
0,227,18,2,26,0,0,0,0,1,0,0,1,0,0,0
1,168,8,10,48,2,4,2,0,0,0,0,0,0,0,0
1,130,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,273,14,4,28,2,1,0,0,0,0,0,0,0,0,0
0,207,10,5,22,0,2,0,0,0,0,0,0,0,0,1
0,218,2,2,4,0,0,0,0,0,0,0,0,0,0,1
0,202,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,148,14,2,18,0,1,0,1,0,0,0,0,0,0,0
1,275,32,4,40,1,0,1,1,0,0,0,0,0,0,0
1,96,10,4,24,1,0,1,0,1,1,0,0,0,0,0
1,95,6,1,6,0,0,0,0,0,1,0,0,0,0,0
1,217,18,10,74,4,3,1,0,0,0,0,0,0,0,0
1,281,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,233,10,9,52,1,1,3,1,0,0,0,0,1,0,0
1,320,12,11,40,2,0,2,0,1,0,0,0,0,0,0
1,223,18,1,18,0,0,0,1,0,0,1,0,0,0,0
0,342,16,5,36,3,0,1,0,1,0,0,0,0,0,0
1,170,18,1,18,1,0,0,0,0,1,0,0,0,0,0
0,110,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,91,16,2,18,1,0,1,0,0,1,0,0,0,0,0
0,314,2,2,10,0,0,0,0,0,0,1,0,0,0,0
0,63,14,2,20,0,0,2,0,0,0,0,0,0,0,0
0,253,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,337,10,12,46,1,1,2,2,0,0,3,0,0,0,1
1,161,6,1,6,0,0,0,0,0,0,2,0,0,0,0
1,308,36,6,50,1,1,1,1,1,0,0,0,0,0,0
1,257,8,8,26,0,1,0,2,0,0,0,0,0,0,0
1,120,10,1,10,0,0,0,0,0,0,0,0,0,0,0
